@relation mushroom_full
@attribute cap-shape {bell,conical,convex,flat,knobbed,sunken}
@attribute cap-surface {fibrous,grooves,scaly,smooth}
@attribute cap-color {brown,buff,cinnamon,gray,green,pink,purple,red,white,yellow}
@attribute bruises {true,false}
@attribute odor {almond,anise,creosote,fishy,foul,musty,none,pungent,spicy}
@attribute gill-attachment {attached,free,descending,free}
@attribute gill-spacing {close,crowded,distant}
@attribute gill-size {broad,narrow}
@attribute gill-color {black,brown,buff,chocolate,gray,green,orange,pink,purple,red,white,yellow}
@attribute stalk-shape {enlarging,tapering}
@attribute stalk-root {bulbous,club,cup,equal,rhizomorphs,rooted}
@attribute stalk-surface-above-ring {fibrous,scaly,silky,smooth}
@attribute stalk-surface-below-ring {fibrous,scaly,silky,smooth}
@attribute stalk-color-above-ring {brown,buff,cinnamon,gray,orange,pink,red,white,yellow}
@attribute stalk-color-below-ring {brown,buff,cinnamon,gray,orange,pink,red,white,yellow}
@attribute veil-type {partial,universal}
@attribute veil-color {brown,orange,white,yellow}
@attribute ring-number {none,one,two}
@attribute ring-type {cobwebby,evanescent,flaring,large,none,pendant,sheathing,zone}
@attribute spore-print-color {black,brown,buff,chocolate,green,orange,purple,white,yellow}
@attribute population {abundant,clustered,numerous,scattered,several,solitary}
@attribute habitat {grasses,leaves,meadows,paths,urban,waste,woods}
@attribute class {edible,poisonous}

@data
knobbed,grooves,white,false,musty,attached,crowded,narrow,purple,tapering,rhizomorphs,scaly,smooth,orange,buff,universal,brown,two,flaring,yellow,abundant,woods,poisonous
conical,grooves,cinnamon,true,pungent,attached,crowded,broad,white,tapering,club,scaly,silky,pink,buff,partial,yellow,two,sheathing,buff,several,meadows,poisonous
bell,smooth,buff,false,foul,free,close,broad,red,enlarging,bulbous,fibrous,silky,yellow,pink,universal,white,one,zone,yellow,several,urban,poisonous
convex,smooth,cinnamon,true,pungent,free,close,narrow,green,enlarging,bulbous,smooth,silky,pink,brown,universal,white,one,none,black,scattered,woods,poisonous
convex,smooth,pink,true,anise,descending,distant,narrow,red,enlarging,club,smooth,scaly,red,white,universal,brown,two,flaring,chocolate,abundant,meadows,edible
knobbed,fibrous,cinnamon,true,spicy,free,close,broad,chocolate,enlarging,equal,fibrous,silky,gray,orange,universal,yellow,two,sheathing,purple,solitary,grasses,poisonous
flat,smooth,cinnamon,false,almond,free,distant,narrow,green,enlarging,cup,fibrous,silky,brown,red,partial,orange,two,large,chocolate,clustered,waste,edible
sunken,smooth,white,false,fishy,attached,distant,broad,pink,enlarging,rooted,scaly,fibrous,gray,orange,universal,white,one,sheathing,chocolate,numerous,paths,poisonous
convex,smooth,yellow,false,foul,attached,close,narrow,purple,tapering,cup,fibrous,smooth,buff,pink,universal,white,one,none,chocolate,solitary,waste,poisonous
knobbed,grooves,brown,true,foul,free,distant,narrow,white,enlarging,rooted,fibrous,smooth,orange,orange,universal,yellow,one,cobwebby,chocolate,several,waste,poisonous
sunken,smooth,pink,true,fishy,descending,close,broad,gray,enlarging,equal,scaly,silky,yellow,cinnamon,universal,brown,none,pendant,orange,clustered,waste,poisonous
convex,scaly,yellow,false,foul,descending,crowded,broad,pink,enlarging,rooted,fibrous,smooth,gray,yellow,partial,yellow,two,none,purple,scattered,grasses,poisonous
convex,smooth,yellow,true,creosote,free,close,narrow,yellow,enlarging,bulbous,smooth,silky,cinnamon,pink,partial,brown,one,none,buff,clustered,woods,poisonous
bell,grooves,yellow,false,creosote,free,distant,narrow,orange,tapering,equal,smooth,fibrous,brown,yellow,partial,white,none,pendant,buff,several,leaves,poisonous
conical,scaly,green,true,almond,free,close,narrow,purple,tapering,club,fibrous,fibrous,orange,orange,universal,white,one,flaring,black,numerous,paths,edible
flat,fibrous,gray,true,musty,free,distant,broad,chocolate,enlarging,rhizomorphs,scaly,fibrous,pink,brown,universal,white,two,cobwebby,chocolate,several,grasses,poisonous
sunken,fibrous,purple,true,anise,free,crowded,broad,purple,tapering,equal,scaly,scaly,brown,orange,universal,brown,two,none,black,several,urban,edible
knobbed,fibrous,green,true,creosote,attached,close,narrow,chocolate,enlarging,cup,scaly,silky,red,orange,partial,brown,two,zone,purple,clustered,waste,poisonous
bell,fibrous,buff,true,pungent,attached,distant,narrow,buff,enlarging,rhizomorphs,fibrous,fibrous,orange,gray,universal,white,one,zone,orange,abundant,grasses,poisonous
convex,scaly,purple,false,creosote,attached,close,broad,black,enlarging,rooted,scaly,silky,pink,white,universal,brown,one,pendant,black,clustered,grasses,poisonous
flat,smooth,purple,false,none,free,close,broad,yellow,enlarging,club,fibrous,smooth,white,white,partial,yellow,one,cobwebby,purple,solitary,woods,poisonous
bell,smooth,red,false,creosote,attached,close,narrow,white,tapering,bulbous,scaly,silky,yellow,yellow,partial,yellow,two,large,white,scattered,meadows,poisonous
bell,grooves,white,true,none,free,crowded,broad,brown,tapering,cup,scaly,silky,orange,brown,partial,yellow,one,large,buff,abundant,paths,edible
flat,smooth,pink,true,pungent,attached,crowded,broad,brown,tapering,equal,fibrous,fibrous,buff,orange,partial,yellow,one,pendant,white,abundant,woods,poisonous
knobbed,smooth,pink,false,fishy,free,close,broad,white,enlarging,bulbous,silky,silky,orange,yellow,universal,brown,none,flaring,white,scattered,leaves,poisonous
conical,fibrous,purple,false,none,free,crowded,broad,yellow,tapering,bulbous,smooth,fibrous,buff,white,universal,orange,one,cobwebby,brown,several,waste,edible
knobbed,smooth,white,false,almond,free,distant,broad,yellow,enlarging,bulbous,smooth,silky,yellow,red,universal,orange,one,sheathing,yellow,numerous,meadows,edible
flat,scaly,white,true,pungent,descending,distant,broad,chocolate,enlarging,rhizomorphs,silky,silky,cinnamon,cinnamon,universal,brown,one,zone,buff,several,urban,poisonous
bell,fibrous,brown,false,none,free,close,broad,white,enlarging,club,silky,scaly,orange,orange,partial,brown,two,none,yellow,clustered,woods,poisonous
flat,fibrous,yellow,false,spicy,free,distant,narrow,chocolate,tapering,rooted,fibrous,smooth,red,red,universal,brown,none,none,black,clustered,urban,poisonous
knobbed,grooves,gray,false,pungent,descending,crowded,broad,white,enlarging,club,scaly,fibrous,red,brown,universal,white,two,none,chocolate,clustered,leaves,poisonous
flat,grooves,brown,false,foul,free,crowded,broad,white,tapering,equal,silky,fibrous,pink,yellow,partial,orange,two,evanescent,black,several,leaves,poisonous
convex,grooves,gray,false,none,descending,crowded,narrow,gray,enlarging,rhizomorphs,smooth,fibrous,buff,pink,universal,orange,two,large,yellow,abundant,waste,edible
flat,scaly,white,true,musty,descending,close,narrow,purple,tapering,equal,fibrous,silky,gray,pink,partial,brown,none,cobwebby,purple,solitary,grasses,poisonous
bell,grooves,white,false,fishy,free,distant,broad,yellow,enlarging,bulbous,smooth,silky,brown,buff,partial,brown,none,none,chocolate,several,grasses,poisonous
flat,smooth,purple,false,fishy,free,crowded,broad,orange,enlarging,rhizomorphs,fibrous,fibrous,brown,buff,universal,brown,one,none,green,several,grasses,poisonous
flat,fibrous,red,false,foul,free,distant,broad,buff,tapering,rhizomorphs,silky,scaly,orange,pink,partial,orange,none,cobwebby,white,abundant,urban,poisonous
convex,grooves,pink,true,none,free,crowded,broad,buff,enlarging,club,silky,scaly,buff,cinnamon,partial,yellow,two,evanescent,yellow,numerous,waste,edible
conical,smooth,pink,true,anise,descending,close,broad,brown,tapering,rhizomorphs,fibrous,scaly,pink,white,universal,white,two,none,green,solitary,urban,poisonous
flat,grooves,brown,false,creosote,descending,close,broad,yellow,tapering,cup,silky,scaly,pink,white,universal,yellow,one,none,orange,scattered,urban,poisonous
convex,grooves,white,true,anise,free,crowded,broad,yellow,enlarging,bulbous,fibrous,smooth,gray,brown,universal,yellow,two,flaring,buff,numerous,paths,edible
flat,fibrous,purple,true,fishy,descending,distant,broad,white,enlarging,rhizomorphs,scaly,scaly,white,cinnamon,partial,orange,two,zone,green,numerous,grasses,poisonous
bell,scaly,pink,true,fishy,free,close,broad,purple,tapering,equal,smooth,smooth,brown,brown,universal,brown,two,none,white,solitary,meadows,poisonous
sunken,smooth,pink,false,spicy,attached,distant,narrow,orange,enlarging,rhizomorphs,smooth,silky,pink,white,universal,brown,two,flaring,buff,scattered,leaves,poisonous
conical,grooves,cinnamon,false,fishy,free,crowded,broad,white,enlarging,equal,silky,fibrous,white,white,universal,orange,two,flaring,brown,solitary,woods,poisonous
bell,grooves,yellow,true,none,free,close,broad,red,enlarging,bulbous,scaly,silky,cinnamon,yellow,universal,brown,two,none,black,abundant,leaves,edible
conical,grooves,purple,false,pungent,free,distant,broad,red,tapering,club,silky,smooth,buff,gray,universal,yellow,none,evanescent,white,abundant,leaves,poisonous
conical,fibrous,cinnamon,false,spicy,free,distant,broad,purple,enlarging,bulbous,smooth,scaly,yellow,brown,universal,yellow,one,cobwebby,yellow,solitary,urban,poisonous
convex,fibrous,purple,false,none,free,crowded,narrow,chocolate,enlarging,cup,smooth,silky,gray,brown,partial,brown,two,cobwebby,chocolate,scattered,waste,poisonous
convex,fibrous,cinnamon,false,fishy,free,distant,narrow,gray,tapering,rhizomorphs,silky,silky,red,gray,universal,yellow,none,pendant,orange,several,urban,poisonous
knobbed,scaly,purple,false,pungent,free,distant,broad,yellow,enlarging,equal,scaly,fibrous,gray,yellow,universal,white,two,cobwebby,green,clustered,paths,poisonous
flat,smooth,buff,true,almond,attached,crowded,broad,green,enlarging,rhizomorphs,fibrous,smooth,red,yellow,universal,brown,none,zone,brown,scattered,grasses,edible
conical,fibrous,yellow,false,fishy,free,distant,broad,white,enlarging,cup,scaly,fibrous,cinnamon,buff,universal,yellow,one,sheathing,yellow,scattered,urban,poisonous
sunken,fibrous,buff,true,fishy,descending,distant,narrow,green,tapering,club,scaly,smooth,red,brown,universal,orange,one,evanescent,yellow,several,grasses,poisonous
bell,scaly,white,false,spicy,descending,distant,narrow,orange,tapering,club,silky,smooth,white,brown,universal,brown,one,evanescent,green,scattered,waste,poisonous
flat,scaly,white,false,fishy,attached,distant,narrow,chocolate,tapering,bulbous,smooth,silky,buff,yellow,partial,yellow,one,pendant,chocolate,clustered,urban,poisonous
flat,grooves,gray,true,foul,free,crowded,broad,chocolate,enlarging,club,silky,scaly,buff,buff,partial,yellow,two,cobwebby,buff,several,grasses,poisonous
flat,scaly,red,false,pungent,free,distant,narrow,orange,enlarging,rhizomorphs,scaly,fibrous,yellow,red,universal,brown,two,pendant,orange,scattered,woods,poisonous
sunken,smooth,pink,true,creosote,attached,close,broad,orange,enlarging,cup,silky,silky,cinnamon,yellow,universal,orange,one,zone,white,several,meadows,poisonous
flat,grooves,purple,false,musty,descending,crowded,narrow,gray,tapering,club,scaly,scaly,buff,orange,partial,yellow,one,large,buff,clustered,woods,poisonous
conical,smooth,red,true,creosote,free,distant,narrow,pink,tapering,cup,fibrous,smooth,buff,cinnamon,partial,orange,one,zone,white,solitary,grasses,poisonous
convex,scaly,white,false,pungent,descending,crowded,broad,orange,enlarging,cup,scaly,scaly,orange,pink,universal,yellow,two,zone,orange,abundant,paths,poisonous
conical,scaly,purple,true,foul,free,close,broad,buff,tapering,club,silky,silky,orange,orange,universal,white,one,pendant,white,solitary,urban,poisonous
conical,grooves,brown,false,spicy,free,distant,broad,white,tapering,rooted,fibrous,scaly,cinnamon,red,partial,brown,none,zone,white,several,grasses,poisonous
bell,scaly,yellow,true,almond,free,close,narrow,gray,enlarging,club,silky,smooth,cinnamon,cinnamon,partial,brown,none,pendant,purple,numerous,woods,edible
knobbed,smooth,cinnamon,false,pungent,free,distant,narrow,white,tapering,rhizomorphs,silky,silky,white,yellow,partial,brown,one,none,white,numerous,paths,poisonous
bell,fibrous,white,false,foul,free,crowded,narrow,pink,enlarging,rooted,smooth,smooth,orange,brown,universal,white,two,large,buff,abundant,urban,poisonous
knobbed,smooth,purple,false,musty,free,close,narrow,orange,enlarging,cup,fibrous,smooth,gray,yellow,universal,white,two,none,chocolate,scattered,leaves,poisonous
convex,fibrous,red,true,anise,free,crowded,narrow,chocolate,tapering,bulbous,scaly,fibrous,yellow,brown,partial,brown,one,none,buff,clustered,waste,edible
bell,grooves,brown,true,pungent,free,close,narrow,orange,tapering,equal,silky,smooth,brown,pink,partial,orange,none,none,black,scattered,grasses,poisonous
conical,scaly,purple,true,spicy,attached,close,broad,orange,tapering,club,fibrous,scaly,white,buff,partial,yellow,one,none,white,numerous,leaves,poisonous
convex,smooth,green,true,almond,free,crowded,broad,white,enlarging,bulbous,scaly,smooth,pink,brown,partial,white,two,evanescent,yellow,scattered,woods,edible
knobbed,smooth,yellow,true,fishy,free,crowded,broad,chocolate,enlarging,equal,fibrous,silky,brown,brown,universal,orange,two,evanescent,black,clustered,paths,poisonous
flat,grooves,brown,false,fishy,free,crowded,broad,gray,enlarging,equal,smooth,silky,yellow,white,partial,orange,two,pendant,orange,numerous,waste,poisonous
bell,grooves,red,true,pungent,descending,crowded,narrow,pink,enlarging,rooted,smooth,scaly,brown,pink,partial,white,two,evanescent,green,solitary,urban,poisonous
knobbed,scaly,pink,false,none,free,distant,narrow,brown,enlarging,rhizomorphs,fibrous,fibrous,cinnamon,cinnamon,partial,orange,none,zone,chocolate,clustered,grasses,edible
knobbed,scaly,brown,false,almond,descending,close,broad,black,enlarging,rooted,smooth,fibrous,white,brown,universal,yellow,one,cobwebby,purple,several,meadows,edible
convex,fibrous,gray,true,spicy,attached,close,broad,purple,tapering,club,scaly,scaly,cinnamon,yellow,universal,brown,two,pendant,black,solitary,paths,poisonous
conical,smooth,white,true,none,descending,distant,broad,purple,tapering,cup,silky,silky,pink,red,universal,white,two,large,brown,several,urban,edible
convex,smooth,red,false,fishy,free,close,broad,gray,enlarging,rhizomorphs,scaly,silky,brown,orange,partial,orange,one,cobwebby,purple,solitary,woods,poisonous
bell,fibrous,red,true,foul,descending,close,broad,gray,tapering,rhizomorphs,scaly,scaly,orange,orange,partial,yellow,two,large,yellow,solitary,grasses,poisonous
flat,fibrous,yellow,true,musty,descending,close,narrow,brown,enlarging,cup,silky,smooth,red,buff,partial,brown,two,sheathing,white,abundant,meadows,poisonous
knobbed,grooves,pink,false,spicy,free,close,broad,white,tapering,equal,fibrous,scaly,red,orange,universal,orange,none,pendant,black,abundant,paths,poisonous
convex,fibrous,purple,false,almond,free,distant,broad,buff,tapering,rhizomorphs,scaly,smooth,red,gray,partial,orange,none,none,yellow,scattered,meadows,edible
flat,scaly,pink,false,anise,free,crowded,narrow,red,enlarging,cup,scaly,silky,white,cinnamon,universal,brown,none,large,brown,solitary,meadows,edible
sunken,fibrous,gray,true,creosote,free,crowded,broad,green,enlarging,cup,smooth,smooth,brown,pink,partial,orange,none,none,brown,several,paths,poisonous
knobbed,fibrous,green,false,creosote,free,close,narrow,chocolate,tapering,bulbous,smooth,fibrous,buff,red,universal,white,none,cobwebby,black,numerous,woods,poisonous
convex,smooth,yellow,false,none,attached,close,broad,purple,tapering,rhizomorphs,fibrous,fibrous,gray,yellow,universal,white,one,sheathing,chocolate,solitary,leaves,edible
convex,scaly,gray,false,almond,descending,close,narrow,orange,enlarging,rhizomorphs,silky,scaly,cinnamon,pink,universal,orange,none,sheathing,orange,several,waste,edible
knobbed,grooves,purple,true,fishy,descending,distant,narrow,pink,enlarging,club,scaly,scaly,cinnamon,orange,partial,yellow,none,flaring,purple,numerous,grasses,poisonous
conical,scaly,cinnamon,true,spicy,attached,crowded,narrow,orange,tapering,equal,silky,scaly,gray,buff,partial,orange,none,none,yellow,several,urban,poisonous
sunken,fibrous,pink,true,fishy,attached,distant,narrow,buff,tapering,rooted,silky,scaly,red,white,universal,orange,none,large,chocolate,clustered,grasses,poisonous
conical,grooves,gray,false,none,attached,close,narrow,red,tapering,rooted,silky,smooth,gray,red,universal,brown,two,sheathing,black,solitary,meadows,poisonous
knobbed,fibrous,red,true,none,free,close,broad,purple,tapering,rooted,fibrous,smooth,yellow,brown,partial,white,one,sheathing,yellow,numerous,woods,edible
flat,scaly,yellow,true,foul,attached,distant,broad,pink,tapering,bulbous,fibrous,scaly,yellow,cinnamon,universal,yellow,one,zone,white,abundant,leaves,poisonous
bell,scaly,pink,false,pungent,free,distant,broad,brown,enlarging,rooted,smooth,silky,buff,yellow,universal,orange,one,sheathing,chocolate,abundant,woods,poisonous
conical,grooves,cinnamon,true,creosote,attached,crowded,narrow,gray,tapering,cup,scaly,fibrous,cinnamon,gray,partial,white,none,zone,orange,scattered,woods,poisonous
knobbed,smooth,gray,true,pungent,free,distant,narrow,pink,tapering,equal,fibrous,fibrous,gray,yellow,universal,orange,none,flaring,yellow,clustered,grasses,poisonous
bell,scaly,pink,true,musty,attached,close,broad,orange,enlarging,club,silky,scaly,white,pink,partial,brown,one,pendant,black,numerous,paths,poisonous
convex,smooth,cinnamon,true,anise,attached,distant,narrow,green,tapering,rhizomorphs,scaly,scaly,brown,buff,partial,yellow,two,none,purple,scattered,urban,edible
conical,smooth,white,false,musty,free,crowded,broad,red,enlarging,rooted,silky,scaly,brown,buff,partial,yellow,two,evanescent,green,solitary,woods,poisonous
bell,scaly,pink,false,fishy,free,close,broad,yellow,tapering,cup,fibrous,silky,orange,yellow,universal,brown,none,pendant,purple,numerous,paths,poisonous
convex,scaly,red,true,almond,free,close,broad,pink,enlarging,rooted,smooth,silky,white,red,partial,white,two,pendant,buff,several,urban,edible
convex,fibrous,cinnamon,false,almond,descending,close,narrow,orange,enlarging,rhizomorphs,smooth,scaly,buff,orange,universal,brown,one,sheathing,chocolate,abundant,paths,edible
convex,grooves,white,false,fishy,descending,close,broad,green,enlarging,club,fibrous,smooth,yellow,brown,universal,orange,none,pendant,orange,scattered,waste,poisonous
conical,fibrous,white,false,spicy,free,close,broad,pink,tapering,rooted,fibrous,fibrous,orange,brown,partial,white,one,cobwebby,green,abundant,urban,poisonous
sunken,grooves,pink,false,foul,free,close,narrow,gray,tapering,equal,fibrous,silky,cinnamon,cinnamon,universal,brown,none,evanescent,black,clustered,urban,poisonous
convex,grooves,green,false,musty,free,close,broad,gray,tapering,rhizomorphs,smooth,fibrous,cinnamon,brown,universal,brown,none,sheathing,yellow,abundant,grasses,poisonous
sunken,smooth,yellow,true,none,descending,crowded,narrow,chocolate,enlarging,equal,scaly,fibrous,white,buff,universal,white,two,zone,purple,scattered,leaves,edible
convex,smooth,cinnamon,false,fishy,descending,crowded,narrow,pink,enlarging,bulbous,smooth,fibrous,pink,white,universal,orange,one,pendant,buff,several,urban,poisonous
flat,fibrous,pink,true,creosote,attached,crowded,narrow,orange,tapering,club,scaly,scaly,white,red,partial,white,none,sheathing,yellow,scattered,urban,poisonous
conical,fibrous,yellow,true,musty,free,close,narrow,green,enlarging,equal,scaly,silky,red,buff,partial,yellow,one,zone,yellow,solitary,waste,poisonous
conical,fibrous,cinnamon,true,almond,free,crowded,narrow,orange,tapering,club,scaly,silky,orange,orange,universal,white,none,cobwebby,brown,several,urban,edible
convex,fibrous,brown,false,none,descending,close,narrow,black,enlarging,equal,smooth,silky,red,red,universal,yellow,two,large,buff,solitary,leaves,edible
knobbed,smooth,pink,true,pungent,free,close,narrow,white,enlarging,club,fibrous,fibrous,brown,cinnamon,universal,yellow,none,evanescent,buff,clustered,waste,poisonous
flat,smooth,white,false,none,free,crowded,narrow,chocolate,enlarging,equal,fibrous,smooth,gray,yellow,universal,yellow,two,pendant,white,abundant,grasses,edible
knobbed,smooth,buff,true,pungent,free,distant,narrow,pink,enlarging,rhizomorphs,fibrous,scaly,white,buff,universal,brown,one,cobwebby,orange,scattered,paths,poisonous
flat,scaly,green,false,spicy,descending,close,broad,yellow,tapering,rooted,silky,fibrous,white,cinnamon,partial,white,two,cobwebby,white,numerous,paths,poisonous
convex,scaly,cinnamon,true,anise,descending,crowded,narrow,black,enlarging,rhizomorphs,scaly,scaly,white,pink,partial,white,two,large,buff,scattered,leaves,edible
bell,grooves,yellow,false,spicy,free,crowded,narrow,orange,enlarging,rooted,smooth,scaly,gray,pink,partial,white,none,cobwebby,black,clustered,paths,poisonous
sunken,grooves,purple,false,none,free,crowded,narrow,buff,tapering,bulbous,silky,smooth,red,pink,partial,brown,two,pendant,white,scattered,urban,poisonous
convex,fibrous,green,false,foul,free,crowded,broad,yellow,enlarging,rhizomorphs,silky,scaly,pink,yellow,partial,brown,none,cobwebby,orange,scattered,grasses,poisonous
convex,grooves,green,false,spicy,descending,close,broad,black,enlarging,bulbous,scaly,fibrous,buff,buff,partial,yellow,two,flaring,brown,abundant,waste,poisonous
flat,fibrous,red,false,creosote,descending,crowded,narrow,gray,enlarging,bulbous,silky,fibrous,red,red,universal,brown,one,none,green,clustered,paths,poisonous
knobbed,smooth,cinnamon,true,anise,free,close,broad,purple,tapering,club,fibrous,smooth,orange,buff,partial,brown,none,none,white,scattered,grasses,edible
bell,smooth,green,true,pungent,free,distant,narrow,orange,enlarging,rhizomorphs,smooth,smooth,red,red,partial,orange,none,sheathing,buff,solitary,woods,poisonous
convex,scaly,purple,false,pungent,attached,distant,broad,green,tapering,bulbous,smooth,silky,gray,cinnamon,partial,yellow,two,large,brown,numerous,waste,poisonous
bell,smooth,gray,false,none,free,close,broad,black,enlarging,equal,smooth,fibrous,yellow,orange,universal,yellow,none,cobwebby,brown,numerous,grasses,poisonous
bell,grooves,white,false,musty,free,distant,broad,yellow,enlarging,bulbous,fibrous,scaly,white,brown,universal,brown,none,flaring,black,abundant,leaves,poisonous
flat,grooves,yellow,true,almond,attached,close,broad,pink,enlarging,bulbous,scaly,smooth,pink,red,universal,brown,two,flaring,green,numerous,woods,poisonous
convex,fibrous,buff,true,fishy,descending,close,narrow,buff,tapering,rhizomorphs,scaly,smooth,gray,brown,partial,brown,two,sheathing,black,clustered,grasses,poisonous
bell,grooves,buff,true,pungent,descending,crowded,narrow,yellow,enlarging,club,scaly,silky,yellow,white,universal,orange,none,cobwebby,brown,several,leaves,poisonous
convex,smooth,brown,false,pungent,free,close,broad,purple,enlarging,rhizomorphs,silky,scaly,white,gray,universal,brown,none,evanescent,brown,clustered,waste,poisonous
conical,fibrous,brown,true,pungent,descending,crowded,broad,orange,tapering,cup,smooth,fibrous,buff,brown,partial,orange,none,zone,white,several,grasses,poisonous
knobbed,scaly,purple,false,anise,free,distant,narrow,chocolate,enlarging,cup,scaly,fibrous,gray,red,partial,yellow,none,evanescent,chocolate,scattered,urban,edible
conical,grooves,yellow,false,pungent,free,close,narrow,green,enlarging,equal,scaly,silky,orange,gray,universal,orange,none,cobwebby,black,numerous,leaves,poisonous
flat,grooves,pink,false,anise,free,crowded,broad,white,enlarging,rhizomorphs,scaly,fibrous,red,yellow,universal,orange,two,zone,white,scattered,meadows,edible
conical,scaly,purple,true,almond,free,distant,broad,red,enlarging,equal,fibrous,fibrous,white,yellow,partial,yellow,two,sheathing,purple,scattered,woods,edible
conical,fibrous,white,false,anise,attached,distant,narrow,chocolate,enlarging,cup,silky,scaly,buff,brown,universal,white,none,zone,white,several,waste,edible
conical,smooth,cinnamon,false,almond,descending,distant,narrow,yellow,enlarging,rooted,fibrous,smooth,pink,yellow,partial,white,one,none,white,solitary,urban,edible
knobbed,scaly,brown,true,spicy,descending,close,broad,orange,tapering,equal,fibrous,silky,pink,cinnamon,partial,orange,none,pendant,chocolate,clustered,urban,poisonous
sunken,grooves,pink,true,anise,descending,crowded,narrow,gray,enlarging,bulbous,silky,silky,white,white,partial,yellow,two,none,white,scattered,urban,edible
flat,fibrous,buff,true,musty,free,close,narrow,brown,enlarging,club,silky,fibrous,cinnamon,white,partial,orange,two,cobwebby,brown,numerous,paths,poisonous
convex,smooth,red,false,spicy,attached,crowded,broad,brown,enlarging,club,silky,smooth,pink,pink,universal,yellow,one,none,buff,several,leaves,poisonous
conical,smooth,pink,false,foul,descending,close,broad,green,tapering,equal,scaly,scaly,yellow,orange,partial,orange,two,flaring,buff,clustered,leaves,poisonous
knobbed,grooves,red,false,anise,descending,crowded,broad,chocolate,enlarging,rooted,silky,silky,cinnamon,pink,universal,orange,two,none,black,abundant,grasses,edible
flat,scaly,cinnamon,true,none,attached,distant,narrow,white,tapering,equal,silky,scaly,white,pink,partial,yellow,none,flaring,white,solitary,urban,edible
flat,grooves,red,true,anise,descending,close,narrow,black,enlarging,rhizomorphs,scaly,silky,gray,brown,partial,yellow,two,evanescent,green,several,paths,poisonous
knobbed,fibrous,pink,false,fishy,free,close,narrow,green,tapering,cup,fibrous,silky,pink,pink,universal,yellow,two,evanescent,white,clustered,waste,poisonous
convex,grooves,purple,false,pungent,free,close,broad,buff,enlarging,cup,smooth,silky,buff,red,partial,brown,one,none,purple,scattered,leaves,poisonous
conical,grooves,purple,true,spicy,descending,distant,narrow,black,tapering,rhizomorphs,silky,smooth,yellow,white,partial,brown,none,flaring,white,numerous,meadows,poisonous
flat,grooves,red,false,pungent,free,close,broad,gray,tapering,bulbous,silky,smooth,red,orange,universal,brown,one,cobwebby,brown,numerous,leaves,poisonous
flat,grooves,pink,false,almond,free,close,narrow,green,tapering,rooted,silky,fibrous,orange,orange,partial,orange,two,flaring,buff,abundant,urban,edible
convex,scaly,green,false,creosote,descending,close,narrow,buff,enlarging,club,silky,silky,white,red,universal,orange,none,large,yellow,clustered,urban,poisonous
flat,smooth,buff,true,fishy,attached,close,broad,pink,tapering,cup,silky,scaly,white,yellow,universal,orange,two,none,chocolate,abundant,waste,poisonous
sunken,grooves,gray,true,anise,descending,close,broad,buff,enlarging,equal,fibrous,fibrous,brown,white,universal,brown,none,evanescent,chocolate,abundant,woods,edible
bell,scaly,brown,false,spicy,attached,crowded,broad,brown,enlarging,rhizomorphs,scaly,scaly,cinnamon,pink,partial,brown,none,none,black,several,meadows,poisonous
knobbed,fibrous,buff,true,musty,attached,distant,broad,yellow,enlarging,cup,scaly,fibrous,buff,gray,universal,white,two,flaring,buff,scattered,waste,poisonous
flat,smooth,gray,false,anise,free,crowded,broad,green,enlarging,equal,fibrous,scaly,white,pink,universal,brown,none,pendant,buff,scattered,grasses,edible
knobbed,scaly,red,false,none,free,distant,narrow,gray,tapering,club,fibrous,smooth,pink,cinnamon,partial,yellow,two,evanescent,green,scattered,paths,poisonous
conical,smooth,purple,true,spicy,attached,distant,broad,brown,tapering,club,silky,scaly,red,buff,partial,yellow,two,zone,brown,numerous,woods,poisonous
flat,smooth,red,false,foul,descending,close,narrow,brown,enlarging,cup,smooth,smooth,gray,cinnamon,partial,brown,two,cobwebby,purple,abundant,paths,poisonous
knobbed,scaly,cinnamon,false,almond,descending,distant,broad,brown,tapering,equal,scaly,silky,white,white,universal,white,two,cobwebby,buff,abundant,paths,edible
convex,smooth,red,false,anise,free,close,broad,buff,tapering,rooted,scaly,smooth,red,cinnamon,universal,yellow,one,evanescent,purple,several,waste,edible
flat,grooves,white,false,pungent,attached,crowded,narrow,pink,tapering,rhizomorphs,silky,silky,pink,brown,partial,brown,none,pendant,yellow,numerous,woods,poisonous
bell,smooth,pink,false,almond,descending,crowded,narrow,black,enlarging,club,scaly,silky,buff,buff,universal,brown,one,flaring,orange,abundant,urban,edible
sunken,smooth,yellow,false,musty,free,crowded,broad,yellow,tapering,rhizomorphs,fibrous,silky,red,red,universal,brown,one,evanescent,black,solitary,waste,poisonous
knobbed,scaly,cinnamon,false,fishy,descending,crowded,narrow,chocolate,tapering,rooted,fibrous,scaly,orange,orange,partial,white,two,sheathing,orange,clustered,urban,poisonous
convex,fibrous,yellow,false,anise,free,crowded,broad,green,enlarging,rooted,silky,silky,red,yellow,universal,orange,one,sheathing,brown,numerous,urban,edible
bell,grooves,yellow,true,spicy,free,close,narrow,gray,tapering,rhizomorphs,fibrous,scaly,pink,white,partial,orange,none,none,white,scattered,paths,poisonous
flat,scaly,green,true,musty,free,crowded,broad,orange,enlarging,bulbous,scaly,scaly,brown,gray,universal,yellow,one,sheathing,brown,scattered,waste,poisonous
